ACCELERATION,BRAKE,STEERING,SPEED,TRACK_POSITION,ANGLE_TO_TRACK_AXIS,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,TRACK_EDGE_8,TRACK_EDGE_9,TRACK_EDGE_10,TRACK_EDGE_11,TRACK_EDGE_12,TRACK_EDGE_13,TRACK_EDGE_14,TRACK_EDGE_15,TRACK_EDGE_16,TRACK_EDGE_17
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149565360348937,0.0,0.333334,3.01992E-7,3.99999,4.0617,4.2567,4.6188,5.22162,6.22289,7.99999,11.6952,23.0351,200.0,46.0701,23.3904,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027149801084820346,0.566403,0.333334,-1.74846E-7,3.99999,4.0617,4.2567,4.61879,5.22162,6.22288,7.99999,11.6952,23.035,200.0,46.0702,23.3905,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.00271499271520554,1.64351,0.333334,-1.74846E-7,3.99999,4.0617,4.2567,4.61879,5.22162,6.22288,7.99999,11.6952,23.035,200.0,46.0703,23.3905,16.0,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1.0,0.0,-0.0027147756405121195,2.64535,0.333334,4.11669E-6,3.99999,4.0617,4.25671,4.61881,5.22164,6.22292,8.00005,11.6953,23.0356,200.0,46.0691,23.3902,15.9999,12.4457,10.4432,9.23759,8.51342,8.12341,8.00001
1.0,0.0,-0.0027144138511070717,3.84544,0.333334,1.17461E-5,3.99999,4.06171,4.25672,4.61883,5.22167,6.22297,8.00015,11.6956,23.0366,200.0,46.0671,23.3897,15.9997,12.4456,10.4432,9.23755,8.51339,8.1234,8.00001
1.0,0.0,-0.0027139435281493185,4.97695,0.333334,2.17597E-5,3.99999,4.06172,4.25674,4.61885,5.22172,6.22305,8.00029,11.6959,23.0379,200.0,46.0645,23.3891,15.9994,12.4455,10.4431,9.23749,8.51336,8.12339,8.00001
1.0,0.0,-0.0027133882463299132,6.10468,0.333334,3.36806E-5,3.99999,4.06172,4.25676,4.61889,5.22177,6.22314,8.00045,11.6963,23.0394,200.0,46.0614,23.3883,15.9991,12.4453,10.443,9.23743,8.51333,8.12337,8.00001
1.0,0.0,-0.002712785825842925,7.07257,0.333334,4.65552E-5,3.99999,4.06173,4.25678,4.61892,5.22183,6.22323,8.00063,11.6967,23.0411,200.0,46.0581,23.3875,15.9987,12.4451,10.4429,9.23736,8.51328,8.12335,8.00001
1.0,0.0,-0.002712074878808615,8.00008,0.333335,6.13371E-5,3.99999,4.06174,4.2568,4.61896,5.22189,6.22334,8.00084,11.6972,23.0431,200.0,46.0542,23.3865,15.9983,12.4449,10.4427,9.23729,8.51324,8.12333,8.00001
1.0,0.0,-0.0027113387294470928,8.89474,0.333335,7.70728E-5,3.99999,4.06175,4.25682,4.619,5.22196,6.22346,8.00105,11.6977,23.0451,200.0,46.0501,23.3855,15.9979,12.4447,10.4426,9.2372,8.51319,8.12331,8.00001
1.0,0.0,-0.0027104830932910317,9.74431,0.333335,9.51926E-5,3.99999,4.06177,4.25685,4.61905,5.22204,6.22359,8.00131,11.6983,23.0475,200.0,46.0454,23.3843,15.9974,12.4444,10.4424,9.2371,8.51313,8.12328,8.00001
1.0,0.0,-0.002709529908150188,10.6213,0.333335,1.1522E-4,3.99999,4.06178,4.25688,4.6191,5.22213,6.22374,8.00158,11.6989,23.0501,200.0,46.0401,23.3831,15.9968,12.4441,10.4423,9.237,8.51307,8.12326,8.00001
1.0,0.0,-0.0027084084663972874,11.5574,0.333335,1.39062E-4,3.99999,4.0618,4.25692,4.61916,5.22223,6.22392,8.00191,11.6997,23.0532,200.0,46.0339,23.3815,15.9962,12.4437,10.4421,9.23687,8.513,8.12322,8.00001
1.0,0.0,-0.0027072634747188043,12.313,0.333335,1.6338E-4,3.99999,4.06182,4.25696,4.61923,5.22233,6.22409,8.00225,11.7004,23.0564,200.0,46.0276,23.38,15.9955,12.4434,10.4418,9.23674,8.51293,8.12319,8.00001
1.0,0.0,-0.0027060697275744163,13.0783,0.333335,1.88653E-4,3.99999,4.06183,4.25699,4.6193,5.22245,6.22428,8.0026,11.7013,23.0597,200.0,46.021,23.3783,15.9948,12.443,10.4416,9.23661,8.51285,8.12315,8.00001
1.0,0.0,-0.0027047800876820994,13.8688,0.333335,2.15832E-4,3.99999,4.06185,4.25704,4.61937,5.22256,6.22448,8.00298,11.7021,23.0633,200.0,46.0139,23.3766,15.994,12.4426,10.4414,9.23646,8.51276,8.12311,8.00001
1.0,0.0,-0.002703441700800724,14.6728,0.333335,2.44443E-4,3.99999,4.06187,4.25708,4.61944,5.22269,6.2247,8.00337,11.7031,23.067,200.0,46.0065,23.3748,15.9933,12.4422,10.4411,9.23631,8.51268,8.12307,8.00001
1.0,0.0,-0.0027019948297299303,15.4721,0.333335,2.7496E-4,3.99999,4.06189,4.25713,4.61953,5.22282,6.22492,8.00379,11.704,23.071,200.0,45.9985,23.3728,15.9924,12.4417,10.4409,9.23615,8.51258,8.12303,8.00001
1.0,0.0,-0.0027004882535704767,16.2438,0.333335,3.06908E-4,3.99999,4.06192,4.25718,4.61961,5.22296,6.22516,8.00424,11.7051,23.0752,200.0,45.9902,23.3708,15.9915,12.4413,10.4406,9.23598,8.51248,8.12298,8.00001
1.0,0.0,-0.0026989093757189765,17.002,0.333335,3.40287E-4,3.99999,4.06194,4.25723,4.6197,5.22311,6.2254,8.0047,11.7061,23.0796,200.0,45.9815,23.3686,15.9906,12.4408,10.4403,9.2358,8.51238,8.12294,8.00001
1.0,0.0,-0.002697269171323633,17.7318,0.333335,3.75096E-4,3.99999,4.06196,4.25728,4.61979,5.22326,6.22566,8.00518,11.7073,23.0841,200.0,45.9724,23.3664,15.9896,12.4402,10.44,9.23562,8.51227,8.12289,8.00001
1.0,0.0,-0.0026955583065741886,18.4758,0.333335,4.11336E-4,3.99999,4.06199,4.25734,4.61989,5.22342,6.22593,8.00568,11.7084,23.0889,200.0,45.963,23.3641,15.9886,12.4397,10.4397,9.23543,8.51216,8.12284,8.00001
1.0,0.0,-0.0026937625584296044,19.2327,0.333335,4.49483E-4,3.99999,4.06202,4.2574,4.61999,5.22359,6.22621,8.00621,11.7096,23.0939,200.0,45.9531,23.3616,15.9876,12.4391,10.4393,9.23522,8.51204,8.12278,8.00001
1.0,0.0,-0.002691894532872805,20.0157,0.333335,4.8906E-4,3.99999,4.06204,4.25746,4.62009,5.22376,6.22651,8.00676,11.7109,23.0991,200.0,45.9428,23.3591,15.9865,12.4386,10.439,9.23501,8.51192,8.12273,8.00001
1.0,0.0,-0.002689773416375587,20.9398,0.333335,5.3436E-4,3.99999,4.06208,4.25753,4.62021,5.22396,6.22684,8.00739,11.7124,23.105,200.0,45.9311,23.3562,15.9852,12.4379,10.4386,9.23477,8.51178,8.12266,8.00001
1.0,0.0,-0.0026877372953513223,21.7365,0.333336,5.77275E-4,3.99999,4.06211,4.25759,4.62033,5.22414,6.22716,8.00798,11.7138,23.1107,200.0,45.9199,23.3534,15.984,12.4373,10.4382,9.23454,8.51165,8.1226,8.00001
1.0,0.0,-0.0026856289189126593,22.5339,0.333336,6.22098E-4,3.99999,4.06214,4.25766,4.62045,5.22434,6.22749,8.00861,11.7152,23.1166,200.0,45.9083,23.3506,15.9828,12.4366,10.4378,9.23431,8.51151,8.12254,8.00002
1.0,0.0,-0.0026834357007093426,23.3299,0.333336,6.68828E-4,3.99999,4.06217,4.25773,4.62057,5.22454,6.22784,8.00925,11.7167,23.1227,200.0,45.8962,23.3476,15.9815,12.4359,10.4374,9.23406,8.51137,8.12247,8.00002
1.0,0.0,-0.0026811592714160604,24.1371,0.333336,7.16988E-4,3.99999,4.06221,4.25781,4.6207,5.22476,6.2282,8.00992,11.7183,23.1291,200.0,45.8837,23.3445,15.9802,12.4352,10.437,9.2338,8.51122,8.1224,8.00002
1.0,0.0,-0.0026788577419195295,24.9628,0.333336,7.66102E-4,3.99999,4.06224,4.25788,4.62083,5.22497,6.22856,8.0106,11.7198,23.1355,200.0,45.871,23.3414,15.9788,12.4345,10.4366,9.23354,8.51107,8.12233,8.00002
1.0,0.0,-0.0026764368580060884,25.8082,0.333336,8.17601E-4,3.99999,4.06228,4.25796,4.62097,5.2252,6.22894,8.01132,11.7215,23.1423,200.0,45.8577,23.3381,15.9774,12.4337,10.4361,9.23327,8.51091,8.12226,8.00002
1.0,0.0,-0.0026738950154818397,26.6723,0.333336,8.71483E-4,3.99999,4.06232,4.25805,4.62111,5.22543,6.22934,8.01207,11.7232,23.1494,200.0,45.8437,23.3346,15.9759,12.4329,10.4357,9.23298,8.51074,8.12218,8.00002
1.0,0.0,-0.0026712699980272346,27.552,0.333336,9.27273E-4,3.99998,4.06236,4.25813,4.62126,5.22568,6.22976,8.01284,11.725,23.1568,200.0,45.8293,23.3311,15.9744,12.4321,10.4352,9.23269,8.51057,8.12211,8.00002
1.0,0.0,-0.0026685114617965413,28.4435,0.333336,9.85924E-4,3.99998,4.0624,4.25822,4.62141,5.22593,6.23019,8.01365,11.7269,23.1645,200.0,45.8141,23.3273,15.9728,12.4312,10.4347,9.23237,8.51039,8.12202,8.00002
1.0,0.0,-0.0026656462122654646,29.3436,0.333336,0.00104696,3.99998,4.06244,4.25832,4.62158,5.2262,6.23065,8.0145,11.7289,23.1726,200.0,45.7984,23.3234,15.9711,12.4303,10.4341,9.23205,8.5102,8.12194,8.00002
1.0,0.0,-0.002662623917380067,30.2513,0.333337,0.00111133,3.99998,4.06249,4.25842,4.62175,5.22648,6.23112,8.0154,11.731,23.1811,200.0,45.7818,23.3193,15.9693,12.4294,10.4336,9.23171,8.51001,8.12185,8.00002
1.0,0.0,-0.0026594571865629214,31.1675,0.333337,0.00117857,3.99998,4.06253,4.25852,4.62193,5.22678,6.23162,8.01633,11.7332,23.19,200.0,45.7644,23.315,15.9675,12.4284,10.433,9.23135,8.5098,8.12175,8.00002
1.0,0.0,-0.0026561460424194116,32.093,0.333337,0.00124914,3.99998,4.06258,4.25863,4.62212,5.22709,6.23215,8.01731,11.7354,23.1993,200.0,45.7462,23.3105,15.9655,12.4273,10.4324,9.23098,8.50958,8.12165,8.00003
1.0,0.0,-0.0026526795296494578,33.0282,0.333337,0.00132305,3.99998,4.06264,4.25874,4.62231,5.22741,6.2327,8.01834,11.7378,23.2091,200.0,45.7272,23.3058,15.9635,12.4262,10.4317,9.23059,8.50935,8.12155,8.00003
1.0,0.0,-0.0026483618582348713,33.9729,0.333256,0.00140077,4.00047,4.06319,4.25938,4.62308,5.22839,6.23404,8.0204,11.7418,23.2223,200.0,45.7044,23.2994,15.9604,12.4243,10.4304,9.22961,8.50859,8.12094,7.99954
1.0,0.0,-0.0026436988384199544,34.9262,0.333154,0.00148279,4.00108,4.06387,4.26016,4.62401,5.22955,6.2356,8.02277,11.7462,23.2367,200.0,45.6799,23.2924,15.9569,12.4222,10.4289,9.22847,8.50769,8.12021,7.99893
1.0,0.0,-0.0026392385622607682,35.8875,0.33313,0.00157366,4.00123,4.06408,4.26046,4.62442,5.23014,6.2365,8.02432,11.7496,23.2496,200.0,45.6557,23.2862,15.9541,12.4206,10.4279,9.22782,8.50726,8.11993,7.99879
1.0,0.0,-0.002634120574149268,36.8566,0.333028,0.00166526,4.00184,4.06476,4.26125,4.62537,5.23134,6.23813,8.02682,11.7544,23.2654,200.0,45.6288,23.2786,15.9504,12.4183,10.4263,9.22663,8.50633,8.11918,7.99818
1.0,0.0,-0.0026287374549896114,37.8335,0.332926,0.00176221,4.00245,4.06545,4.26205,4.62634,5.23256,6.23981,8.0294,11.7593,23.2819,200.0,45.6004,23.2707,15.9465,12.4159,10.4247,9.22541,8.50538,8.11842,7.99757
1.0,0.0,-0.002623114412397687,38.8181,0.332825,0.00186497,4.00306,4.06615,4.26286,4.62732,5.23381,6.24153,8.03206,11.7644,23.2991,200.0,45.5707,23.2624,15.9424,12.4135,10.423,9.22416,8.50442,8.11766,7.99696
1.0,0.0,-0.002617168272114441,39.8108,0.332723,0.00197403,4.00367,4.06685,4.26368,4.62831,5.23509,6.24329,8.03481,11.7698,23.3173,200.0,45.5393,23.2537,15.9382,12.4109,10.4212,9.22288,8.50343,8.11689,7.99635
1.0,0.0,-0.002610933652697973,40.8115,0.332621,0.00208993,4.00428,4.06755,4.26451,4.62933,5.2364,6.24511,8.03766,11.7753,23.3363,200.0,45.5063,23.2445,15.9338,12.4083,10.4194,9.22156,8.50243,8.1161,7.99575
1.0,0.0,-0.002604339977812362,41.8178,0.33252,0.00221318,4.00489,4.06826,4.26535,4.63037,5.23774,6.24698,8.04061,11.7812,23.3564,200.0,45.4714,23.2349,15.9292,12.4055,10.4176,9.22021,8.5014,8.11531,7.99514
1.0,0.0,-0.0025973999034384046,42.8245,0.332418,0.00234403,4.0055,4.06898,4.26621,4.63143,5.23912,6.24891,8.04366,11.7872,23.3776,200.0,45.4347,23.2249,15.9244,12.4026,10.4156,9.21881,8.50035,8.1145,7.99453
1.0,0.0,-0.0025894039295205396,43.9095,0.332306,0.00249563,4.00618,4.06977,4.26716,4.63261,5.24067,6.2511,8.04714,11.7941,23.4019,200.0,45.3923,23.2133,15.9189,12.3994,10.4134,9.21723,8.49917,8.11361,7.99386
1.0,0.0,-0.002582237642570551,44.835,0.332204,0.00263171,4.00679,4.07049,4.26802,4.63368,5.24207,6.25307,8.05027,11.8004,23.4238,200.0,45.3544,23.2029,15.914,12.3964,10.4115,9.21581,8.4981,8.1128,7.99325
1.0,0.0,-0.0025762131345460483,45.5178,0.332102,0.00274311,4.0074,4.07119,4.26885,4.63469,5.24336,6.25486,8.05306,11.8058,23.4424,200.0,45.3227,23.1941,15.9097,12.3938,10.4097,9.21452,8.49711,8.11202,7.99264
1.0,0.0,-0.002571138626788905,46.0736,0.332001,0.00283439,4.00801,4.07188,4.26964,4.63564,5.24456,6.25649,8.05557,11.8106,23.4583,200.0,45.2962,23.1866,15.906,12.3915,10.4081,9.21333,8.49618,8.11127,7.99204
1.0,0.0,-0.0025662213710504213,46.5896,0.331899,0.00292217,4.00862,4.07256,4.27043,4.63658,5.24575,6.2581,8.05803,11.8153,23.4738,200.0,45.2706,23.1793,15.9024,12.3893,10.4066,9.21216,8.49526,8.11053,7.99143
1.0,0.0,-0.0025612793227435125,47.0861,0.331797,0.00301077,4.00923,4.07325,4.27122,4.63753,5.24694,6.25972,8.0605,11.82,23.4893,200.0,45.2448,23.1719,15.8987,12.3871,10.405,9.21099,8.49434,8.10979,7.99082
